f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.26559033768794676,0.30465861473995565,0.28087256593542026,0.2894996302686714,0.2715060389450333,0.2737244269164407,0.27471037712595514,0.2684249445403007
1,0.2585654424451565,0.28863692383534634,0.22578259797880207,0.27581957111165883,0.2618930244022677,0.26978062607838305,0.27002711363076165,0.2597978802070495
2,0.2517870347547449,0.2614000492975105,0.1964505792457481,0.26583682524032537,0.24969189055952673,0.26978062607838305,0.26176978062607836,0.25536110426423464
3,0.243283214197683,0.24550160216909045,0.16995316736504806,0.25659354202612766,0.24044860734532905,0.2663298003450826,0.2532659600690165,0.24932215923095882
4,0.23514912496918905,0.2118560512694109,0.13914222331772247,0.2487059403500123,0.23416317475967463,0.26411141237367514,0.248582696573823,0.24451565195957603
5,0.22824747350258812,0.1922602908553118,0.1006901651466601,0.2427902390929258,0.22590584175499137,0.2559773231451812,0.243283214197683,0.23650480650727138
6,0.22085284693122997,0.1774710377125955,0.07973872319447868,0.23872319447867882,0.21912743406457974,0.24402267685481882,0.2377372442691644,0.22960315504067044
7,0.21321173280749323,0.16576287897461178,0.05077643578999261,0.23354695587872812,0.21062361350751788,0.23588858762632486,0.23169829923588858,0.21789499630268672
8,0.2069263002218388,0.15442445156519596,0.012817352723687454,0.23046586147399556,0.20421493714567415,0.2278777421740202,0.2271382795168844,0.20902144441705695
9,0.1958343603648016,0.13618437268917918,0.0009859502095144195,0.2275080108454523,0.19706679812669461,0.21629282721222579,0.22294799112644811,0.2011338427409416
10,0.18622134582203598,0.11929997535124476,0.0003697313285679073,0.21851121518363323,0.18486566428395365,0.20409169336948485,0.216785802316983,0.1926300221838797
11,0.17623859995070248,0.10796154794182894,0.0003697313285679073,0.2123490263741681,0.1764850875030811,0.18991865910771505,0.21050036973132857,0.18449593295538574
12,0.16884397337934434,0.08540793689918659,0.00012324377618930243,0.2066798126694602,0.1669953167365048,0.17907320680305644,0.19866896721715555,0.1763618437268918
13,0.1620655656889327,0.07517870347547449,0.00012324377618930243,0.20039438008380578,0.16231205324131132,0.1671185605126941,0.19176731575055458,0.1672418042888834
14,0.15269903869854573,0.06519595760414099,0.00012324377618930243,0.19361597239339412,0.15762878974611783,0.1566428395366034,0.18461917673157505,0.16021690904609318
15,0.140990879960562,0.04818831649001725,0.00012324377618930243,0.1875770273601183,0.14986443184619178,0.14246980527483363,0.1769780626078383,0.1504806507271383
16,0.12940596499876755,0.04079368991865911,0.00012324377618930243,0.18079861966970667,0.14283953660340154,0.12854325856544244,0.16933694848410155,0.13914222331772247
17,0.1216416070988415,0.024771999014049792,0.00012324377618930243,0.17266453044121272,0.1321173280749322,0.11326103031796894,0.16502341631747597,0.13261030317968941
18,0.11350751787034755,0.01910278530934188,0.00012324377618930243,0.1673650480650727,0.1217648508750308,0.08996795661819078,0.1570125708651713,0.12484594527976337
19,0.10512694108947498,0.014049790485580478,0.00012324377618930243,0.160956371703229,0.1159723933941336,0.07271382795168845,0.15011091939857038,0.11868375647029825
20,0.0910771506038945,0.010475720976090707,0.00012324377618930243,0.15011091939857038,0.11215183633226522,0.06014296278037959,0.1402514173034262,0.10870101059896475
21,0.08442198668967217,0.004190288390436283,0.00012324377618930243,0.14407197436529456,0.10204584668474243,0.04646290362336702,0.13433571604633965,0.09551392654670939
22,0.07431599704214938,0.0032043381809218636,0.00012324377618930243,0.1404979048558048,0.09206310081340892,0.03820557061868376,0.12558540793689918,0.08836578752772985
23,0.05595267438994331,0.0006162188809465122,0.00012324377618930243,0.12928272122257825,0.08380576780872566,0.024771999014049792,0.11387724919891545,0.07702736011831403
24,0.05077643578999261,0.0004929751047572097,0.00012324377618930243,0.12484594527976337,0.07690411634212473,0.013803302933201873,0.10857776682277545,0.07333004683263496
25,0.04707912250431353,0.0004929751047572097,0.00012324377618930243,0.11745131870840522,0.06753758935173773,0.006778407690411634,0.10401774710377126,0.0659354202612768
26,0.034261769780626075,0.0004929751047572097,0.00012324377618930243,0.11313778654177964,0.05361104264234656,0.0006162188809465122,0.10167611535617452,0.0557061868375647
