f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.20983926117662097,0.20367174767519894,0.1995973540408398,0.2099670852906401,0.20929600869203976,0.20785798740932476,0.2093599207490493,0.20765027322404372
1,0.19505959799316142,0.18791742562234365,0.17104464257182117,0.19787172850158183,0.1963378391333525,0.19740836608826254,0.1950755760074138,0.19311028025437
2,0.18325184546064616,0.17005400568817308,0.13817786725465758,0.18860448023519638,0.18437030645831337,0.18753395328028633,0.1863036461828524,0.17997635253890645
3,0.1691432588757869,0.1536286070367175,0.10225929121528776,0.1815901319783977,0.17166778512766434,0.1762694532323523,0.17925734189754897,0.16682644680919057
4,0.15522640846195634,0.13977566867989646,0.06878535135653341,0.17658901351740006,0.1603713290512255,0.16597961205381395,0.17337743265266992,0.1554501006614898
5,0.14313105167289808,0.12338222605694564,0.03612629022465088,0.17086888441504489,0.14885118077525325,0.1556897708752756,0.16861598440545808,0.14506439139743713
6,0.13245773815230244,0.10980091394241524,0.013677180200044738,0.16714600709423832,0.1398555587511584,0.1461029623238424,0.16446170069983704,0.1336081551784744
7,0.12087367781932061,0.09644329402741827,0.0005272744703288275,0.16329530565941264,0.1268654331639664,0.13546160483175151,0.16102642763557345,0.12341418208545042
8,0.10857060684498131,0.08260633368484965,0.0001438021282714984,0.16094653756431151,0.11619211964337073,0.1245805771258748,0.1569839900297191,0.11472214233215096
9,0.09812098552391908,0.06790656057265203,7.989007126194357e-05,0.1571277921579906,0.10444827916786502,0.11421084587607452,0.15271786022433131,0.10508739973796057
10,0.08613747483462755,0.055283929313264944,7.989007126194357e-05,0.1515993992266641,0.09335953727670725,0.1040488288115553,0.14917074106030104,0.09628351388489438
11,0.07440961237337423,0.04310868245294475,6.391205700955485e-05,0.14781260984884798,0.08306969609816892,0.0941264819608219,0.14434538075607964,0.08589780462084172
12,0.06913686767008596,0.032355478861087146,4.793404275716614e-05,0.1428434474163551,0.07207682229252549,0.08431598120985524,0.14046272329274917,0.07867574217876203
13,0.05927843287636213,0.024238647620873677,4.793404275716614e-05,0.14004729492218707,0.06344869459623557,0.07429776627360751,0.13669191192918545,0.07196497619275877
14,0.048956635669319015,0.016329530565941264,4.793404275716614e-05,0.13763461477007638,0.05640239031093216,0.06314511232544019,0.13373597929249353,0.06391205700955485
15,0.040488288115553,0.007973029111941967,1.5978014252388713e-05,0.13413542964880323,0.04879685552679513,0.054724698814431344,0.1302367941712204,0.058687246349023746
16,0.02719458025756559,0.003690921292301793,1.5978014252388713e-05,0.13044450835650145,0.04306074841018758,0.04542549451954111,0.12652989486466623,0.05263157894736842
17,0.0260441632313936,0.00019173617102866456,1.5978014252388713e-05,0.12791998210462405,0.037148883136803756,0.038187454063209024,0.12331831399993609,0.0454414725337935
18,0.02417473556386412,4.793404275716614e-05,1.5978014252388713e-05,0.12413319272680791,0.03182820439075831,0.03163646821972965,0.1190521841945483,0.04008883775924328
19,0.023088230594701692,4.793404275716614e-05,1.5978014252388713e-05,0.12100150193333972,0.0242066915923689,0.024270603649378455,0.11627200971463267,0.034816093055955004
20,0.02211357172530598,4.793404275716614e-05,1.5978014252388713e-05,0.11747036078356182,0.01874221071805196,0.01666506886524143,0.11309238487840731,0.02954334835266673
21,0.018710254689547182,1.5978014252388713e-05,1.5978014252388713e-05,0.11323618700667881,0.014795641197711948,0.011711884447000926,0.10932157351484358,0.02546895471830761
22,0.016025948295145878,1.5978014252388713e-05,1.5978014252388713e-05,0.11015243025596778,0.009602786565685617,0.00658294187198415,0.10566260825104656,0.021937813568529703
23,0.013757070271306682,1.5978014252388713e-05,1.5978014252388713e-05,0.1078675742178762,0.008867797910075735,0.0011024829834148213,0.1029143897996357,0.018518518518518517
24,0.008835841881570959,1.5978014252388713e-05,1.5978014252388713e-05,0.10408078484006007,0.005049052503754833,0.00019173617102866456,0.09879206212251941,0.01600997028089349
25,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.10125267631738727,0.0040584156201067334,4.793404275716614e-05,0.09615568977087527,0.014539992969673728
26,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.09737001885405681,0.0030837567507110216,4.793404275716614e-05,0.09382289969002652,0.012830345444668137
27,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.09505320678746046,0.0005592304988336049,4.793404275716614e-05,0.09022784648323906,0.010577445435081328
28,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.09163391173744927,0.0005592304988336049,4.793404275716614e-05,0.0865049691624325,0.00845236953951363
29,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.08888569328603842,0.0005592304988336049,4.793404275716614e-05,0.08348512446873102,0.006375227686703097
30,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.086361167034161,0.0002396702137858307,4.793404275716614e-05,0.08075288403157256,0.0015338893682293165
31,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.08259035567059726,0.0002396702137858307,1.5978014252388713e-05,0.07666251238296104,0.0006391205700955485
32,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.07953855494839102,0.0002396702137858307,1.5978014252388713e-05,0.07385038187454063,0.0002396702137858307
33,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.075591985428051,0.0002396702137858307,1.5978014252388713e-05,0.07055891093854856,0.0002396702137858307
34,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.07196497619275877,0.0002396702137858307,1.5978014252388713e-05,0.06886524142779535,0.0002396702137858307
35,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.0688013293707858,0.0002396702137858307,1.5978014252388713e-05,0.0659572428338606,0.0002396702137858307
36,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.06640462723292749,0.0002396702137858307,1.5978014252388713e-05,0.0634327165819832,0.0002396702137858307
37,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.06463106765091234,0.0002396702137858307,1.5978014252388713e-05,0.06042884990253411,0.0002396702137858307
38,0.0002396702137858307,1.5978014252388713e-05,1.5978014252388713e-05,0.06181893714249193,0.0002396702137858307,1.5978014252388713e-05,0.058191927907199695,0.0002396702137858307
