f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.2147647347472875,0.2124475219453683,0.20683168856659942,0.21650945968049726,0.21541900659724114,0.2159914944659506,0.2161005397742762,0.21465568943896188
1,0.19857150646093452,0.19655416825691074,0.1818057903058721,0.20165203642113297,0.20004361812333024,0.1972629627610272,0.20102502589826074,0.1960634643694455
2,0.18398669647238428,0.18033367864347635,0.15419006597241153,0.18570416007851262,0.18485905893898916,0.1795703614851971,0.18395943514530289,0.18085164385802302
3,0.16948367046507823,0.16400414372171637,0.12371190229540374,0.17586282100212638,0.17103756610871818,0.17073769151082274,0.17441797066681206,0.1667302764298566
4,0.15590752957853987,0.14805626737909602,0.08851752903331334,0.1677934681860313,0.15939697944495937,0.16043290987405268,0.16583065263617033,0.15337222615996945
5,0.1420042527670247,0.13208112970939426,0.05972956763535249,0.1620958508260182,0.14612071315631645,0.15100049070388746,0.16007851262199443,0.14287661523362957
6,0.13104519928030098,0.11577885611471567,0.027424895043890736,0.1538084073932719,0.13551605692165095,0.13938716536721008,0.15181833051632954,0.13314432146556895
7,0.12161278011013577,0.0986314813805136,0.0011722370645002999,0.14821983534158442,0.12586554713483453,0.12872798647838177,0.14524835068971156,0.12409356087454337
8,0.11002671610053977,0.08298347963578867,0.000763317158279265,0.1429856605419552,0.11607873071261109,0.11842320484161169,0.1408865383566872,0.11646038929175072
9,0.10075786489286298,0.0681533177035058,0.00010904530832560929,0.1383512349381168,0.10907256965269069,0.10874543372771386,0.136197590098686,0.1079821165694346
10,0.0927430347309307,0.054877051414862876,0.00010904530832560929,0.1338531159696854,0.10089417152827,0.10056703560329316,0.1314268578594406,0.09947658252003708
11,0.08284717300038166,0.04282754484488305,0.00010904530832560929,0.12962761027206804,0.09298838667466332,0.08933536884575541,0.12872798647838177,0.09208876288097705
12,0.07491412681969359,0.025053159587808734,0.00010904530832560929,0.12586554713483453,0.08505534049397524,0.07834905403195028,0.124475219453683,0.08235646911291641
13,0.06706286462024971,0.009459680497246607,0.00010904530832560929,0.12155825745597296,0.07701324900496156,0.06880758955345946,0.12033149773730985,0.07292404994275122
14,0.060274794176980534,0.0020445995311051744,0.00010904530832560929,0.11725096777711139,0.06957090671173873,0.05902077313123603,0.11588790142304127,0.06739000054522654
15,0.04994275121312906,0.001090453083256093,0.00010904530832560929,0.11362521127528488,0.06109263398942261,0.048770514148628756,0.11207131563164495,0.0574941388146775
16,0.04034676408047544,0.00019082928956981626,0.00010904530832560929,0.10909983097977209,0.054495392835723244,0.040428548061719645,0.1080911618777602,0.04822528760700071
17,0.026607055231448667,0.00016356796248841394,2.7261327081402323e-05,0.10533776784253858,0.048906820784035764,0.03096886756447304,0.10209366991985169,0.04432691783436018
18,0.022463333515075515,8.178398124420697e-05,2.7261327081402323e-05,0.1020118859386075,0.04187339839703397,0.0223270268796685,0.09914944659506025,0.038929175072242514
19,0.018919360994493213,8.178398124420697e-05,2.7261327081402323e-05,0.09909492394089744,0.036230303691183685,0.012894607709503299,0.09576904203696636,0.031977536666484924
20,0.015757047053050543,8.178398124420697e-05,2.7261327081402323e-05,0.09489667957036149,0.029060574668774874,0.005179652145466442,0.09219780818930265,0.02548934082111117
21,0.013439834251131344,8.178398124420697e-05,2.7261327081402323e-05,0.09042582192901151,0.024807807644076113,0.0009541464478490813,0.08838122239790633,0.020664085927702962
22,0.005997491957908511,2.7261327081402323e-05,2.7261327081402323e-05,0.08647292950220817,0.020118859386074914,0.00019082928956981626,0.08388310342947494,0.01690202279046944
23,0.0022081674935935883,2.7261327081402323e-05,2.7261327081402323e-05,0.08159315195463715,0.01559347909056213,0.00019082928956981626,0.0787034512840085,0.013358050269887138
24,0.0008996237936862766,2.7261327081402323e-05,2.7261327081402323e-05,0.0785944059756829,0.00951420315140941,0.00010904530832560929,0.07565018265089145,0.01079548552423532
25,0.0003543972520582302,2.7261327081402323e-05,2.7261327081402323e-05,0.07366010577394907,0.0060247532849899135,8.178398124420697e-05,0.07229703941987896,0.005370481435036258
26,0.00016356796248841394,2.7261327081402323e-05,2.7261327081402323e-05,0.07117932500954147,0.0025625647456518183,2.7261327081402323e-05,0.06948912273049453,0.0012267597186631045
27,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.06848045362848264,0.0025625647456518183,2.7261327081402323e-05,0.06629954746197045,0.0012267597186631045
28,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.06504552641622594,0.00010904530832560929,2.7261327081402323e-05,0.06275557494138814,0.001008669102011886
29,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.061556076549806445,0.00010904530832560929,2.7261327081402323e-05,0.05994765825200371,0.00016356796248841394
30,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.059211602420805844,0.00010904530832560929,2.7261327081402323e-05,0.05594024317103757,0.00016356796248841394
31,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.05539501662940952,0.00010904530832560929,2.7261327081402323e-05,0.05324137178997874,0.00010904530832560929
32,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.05133307889428057,0.00010904530832560929,2.7261327081402323e-05,0.05013358050269887,0.00010904530832560929
33,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.04841611689657053,0.00010904530832560929,2.7261327081402323e-05,0.04661686930919797,0.00010904530832560929
34,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.043290987405266886,0.00010904530832560929,2.7261327081402323e-05,0.04304563546153427,0.00010904530832560929
35,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.041164603892917505,0.00010904530832560929,2.7261327081402323e-05,0.040755683986696475,0.00010904530832560929
36,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.039637969576358976,0.00010904530832560929,2.7261327081402323e-05,0.038574777820184286,0.00010904530832560929
37,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.037348018101521184,0.00010904530832560929,2.7261327081402323e-05,0.03680279155989313,0.00010904530832560929
38,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.03489449866419497,0.00010904530832560929,2.7261327081402323e-05,0.034376533449648326,0.00010904530832560929
39,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.032195627283136144,0.00010904530832560929,2.7261327081402323e-05,0.03252276320811297,0.00010904530832560929
40,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.03110517419988005,0.00010904530832560929,2.7261327081402323e-05,0.030014721116623958,0.00010904530832560929
41,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.02993293713537975,0.00010904530832560929,2.7261327081402323e-05,0.0281336895480072,0.00010904530832560929
42,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.027888337604274577,0.00010904530832560929,2.7261327081402323e-05,0.025162204896134344,0.00010904530832560929
43,0.00010904530832560929,2.7261327081402323e-05,2.7261327081402323e-05,0.024862330298238918,0.00010904530832560929,2.7261327081402323e-05,0.023662831906657217,0.00010904530832560929
