f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.3285100610445399,0.3423016052453086,0.3311101062627176,0.3355188785891929,0.3320144698168664,0.33291883337101513,0.3348406059235813,0.3293013791544201
1,0.3193533800587836,0.3259100158263622,0.2914311553244404,0.32760569749039115,0.32184037983269276,0.32489260682794485,0.32511869771648205,0.3196925163915894
2,0.3106488808501017,0.3090662446303414,0.25751752204386164,0.319240334614515,0.3120054261813249,0.3230838797196473,0.31822292561609766,0.3105358354058331
3,0.30194438164141985,0.28532670133393623,0.22925616097671264,0.3104227899615645,0.3039791996382546,0.3137011078453538,0.3101966990730274,0.3037531087497174
4,0.2944833823196925,0.27029165724621296,0.2023513452407868,0.3036400633054488,0.29595297309518426,0.3039791996382546,0.30239656341849425,0.2973095184264074
5,0.2866832466651594,0.25141306805335745,0.17623784761474112,0.29945738186751075,0.28623106488808503,0.2940312005426181,0.29685733664933306,0.291544200768709
6,0.27730047479086595,0.23513452407867963,0.14424598688672846,0.2918833371015148,0.2789961564548949,0.2841962468912503,0.2891702464390685,0.2848745195568619
7,0.26723943025096086,0.2189690255482704,0.11078453538322405,0.2844223377797875,0.2719873389102419,0.2759439294596428,0.28317883789283294,0.2776396111236717
8,0.25785665837666744,0.19873389102419173,0.07732308387971965,0.27707438390232875,0.26463938503278317,0.2636219760343658,0.2776396111236717,0.26972643002487
9,0.2498304318335971,0.18155098349536514,0.060253221795161654,0.2730047479086593,0.2595523400406964,0.2528826588288492,0.2719873389102419,0.2636219760343658
10,0.24022156907076644,0.16425503052226995,0.04137463260230613,0.26814379380510966,0.2506217499434773,0.2437259778430929,0.26723943025096086,0.25480443138141534
11,0.22903007008817544,0.14967216821162108,0.02554827040470269,0.2619262943703369,0.2415781144019896,0.23513452407867963,0.2595523400406964,0.24621297761700203
12,0.21987338910241916,0.1314718516843771,0.0005652272213429799,0.2557087949355641,0.2326475243047705,0.2246212977617002,0.252656567940312,0.235586705855754
13,0.20947320822970833,0.11428894415555053,0.0005652272213429799,0.24824779561383675,0.2250734795387746,0.21467329866606374,0.24643906850553923,0.22823875197829527
14,0.20088175446529505,0.10038435451051322,0.0004521817770743839,0.24022156907076644,0.21546461677594392,0.20495139045896452,0.2387519782952747,0.21749943477277867
15,0.1944381641419851,0.08953199186072801,0.0004521817770743839,0.2327605697490391,0.2077775265656794,0.19511643680759666,0.23163011530635316,0.2074383902328736
16,0.17951616549853042,0.07687090210264526,0.0004521817770743839,0.2275604793126837,0.20088175446529505,0.18358580149219986,0.22631697942572915,0.20031652724395207
17,0.16956816640289396,0.06624463034139724,0.00011304544426859598,0.22009947999095636,0.1885598010400181,0.17058557540131133,0.21806466199412164,0.19025548270404702
18,0.15747230386615418,0.05833144924259552,0.00011304544426859598,0.2138819805561836,0.18155098349536514,0.1573592584218856,0.2136558896676464,0.1800813927198734
19,0.14808953199186073,0.04465295048609541,0.00011304544426859598,0.2076644811214108,0.1710377571783857,0.14695907754917475,0.20630793579018766,0.16945512095862536
20,0.1374632602306127,0.02441781596201673,0.00011304544426859598,0.20054261813248925,0.1630115306353154,0.13814153289622427,0.20054261813248925,0.1544200768709021
21,0.12785439746778204,0.013339362423694325,0.00011304544426859598,0.1942120732534479,0.15227221342979877,0.12480217047252996,0.18867284648428667,0.14017635089305902
22,0.11756726203933981,0.0029391815509834953,0.00011304544426859598,0.18878589192855527,0.14515035044087723,0.11564548948677368,0.18121184716255934,0.1344110332353606
