f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.26170449135057927,0.3124900809395334,0.3075702269481035,0.3020155530868116,0.27662275829233457,0.3109030312648786,0.2874146960799873,0.27662275829233457
1,0.25043643866053006,0.294239009681003,0.23853356610061896,0.2712267893985082,0.2475797492461514,0.2588478019362006,0.2607522615457864,0.2520234883351849
2,0.23837486113315345,0.27947944770671324,0.20219012855102364,0.2605935565783209,0.24281860022218696,0.2586890969687351,0.25043643866053006,0.24615140453896206
3,0.2310744326297413,0.26202190128551023,0.17552769401682272,0.2532931280749087,0.2355181717187748,0.25853039200126965,0.24646881447389304,0.24027932074273925
4,0.22361529915886366,0.24377083002697986,0.1325186478336772,0.23758133629582606,0.22980479289001746,0.25599111252182194,0.23853356610061896,0.23155054753213775
5,0.2180606252975718,0.2275829233455007,0.09538168544675449,0.23139184256467227,0.2190128551023647,0.2536105380098397,0.23170925249960322,0.2242501190287256
6,0.2086970322171084,0.20822091731471196,0.0493572448817648,0.22663069354070783,0.21044278685922868,0.24472305983177273,0.22551975876844946,0.21726710046024442
7,0.1998095540390414,0.1921917156006983,0.029043009046183146,0.22139342961434694,0.20123789874623077,0.2353594667513093,0.2155213458181241,0.20885573718457387
8,0.18838279638152675,0.129820663386764,0.002380574511982225,0.21171242659895254,0.19695286462466274,0.22567846373591494,0.21012537692429772,0.20282494842088558
9,0.1740993493096334,0.11537851134740518,0.00047611490239644503,0.2017140136486272,0.18838279638152675,0.21615616568798604,0.1991747341691795,0.19362006030788764
10,0.16394223139184255,0.10601491826694176,0.00047611490239644503,0.1966354546897318,0.18076495794318362,0.2069512775749881,0.19282653547056022,0.18378035232502776
11,0.155848278051103,0.09046183145532455,0.00015870496746548166,0.19282653547056022,0.17108395492778924,0.19679415965719727,0.18584351690207904,0.17156006983018568
12,0.1455324551658467,0.07332169496905253,0.00015870496746548166,0.18996984605618156,0.16219647674972226,0.1896524361212506,0.18219330265037295,0.15616568798603397
13,0.13569274718298682,0.053324869068401844,0.00015870496746548166,0.18425646722742423,0.15219806379939693,0.17997143310585623,0.177273448658943,0.1471195048405015
14,0.12172671004602444,0.038565307094112045,0.00015870496746548166,0.17600380891921918,0.14251706078400253,0.16822726551341058,0.16902079035073797,0.14156483097920966
