f,in_degree_centrality,out_degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality,katz_centrality
0,0.37789628539904374,0.37927546892239794,0.366954762780434,0.3821257815373299,0.37798823096726736,0.381390216991541,0.38230967267377713,0.3796432511952924
1,0.3631849944832659,0.36281721221037144,0.3414858403824936,0.3700809121000368,0.3622655388010298,0.3652077969841854,0.36971312982714233,0.3652077969841854
2,0.3502206693637367,0.34479588083854357,0.31620080912100035,0.35867966164030896,0.3512320706141964,0.35647296800294226,0.359139389481427,0.3540823832291284
3,0.3401066568591394,0.33008458992276574,0.289536594336153,0.3511401250459728,0.34139389481426996,0.34783008458992276,0.35031261493196025,0.34350864288341304
4,0.32934902537697686,0.3125229863920559,0.2668260389849209,0.3424052960647297,0.330728208900331,0.33670467083486577,0.34304891504229496,0.3329349025376977
5,0.31702831923501285,0.2966164030893711,0.23593232806178743,0.3336704670834866,0.32006252298639204,0.3268664950349393,0.3344979771974991,0.3237403457153365
6,0.3082934902537698,0.2806178742184627,0.20549834497977199,0.32456785582934905,0.3130746598013976,0.3186833394630379,0.32456785582934905,0.3148216255976462
7,0.29955866127252667,0.2625045972784112,0.18232806178742184,0.3157410812798823,0.30204119161456416,0.30755792570798085,0.3173961015079073,0.30424788525193086
8,0.2913755057006252,0.24714968738506804,0.16081279882309674,0.3109599117322545,0.2920191246781905,0.2989150422949614,0.3087532180948878,0.29597278411180583
9,0.2801581463773446,0.22986392055902904,0.12716072085325486,0.30102979036410443,0.2831004045605002,0.29128356013240164,0.29771974990805444,0.28521515262964325
10,0.27344611989702095,0.210463405663847,0.08716439867598381,0.2904560500183891,0.27261860978300845,0.28034203751379183,0.2888010297903641,0.2780433983082015
11,0.2619529238690695,0.1929937477013608,0.06601691798455314,0.2836520779698419,0.26222876057374034,0.2690327326222876,0.2801581463773446,0.26756160353070985
12,0.2517469657962486,0.17690327326222877,0.03696211842589187,0.2753769768297168,0.2547811695476278,0.25928650239058476,0.2750091945568224,0.25680397204854727
13,0.24411548363368885,0.15952556086796615,0.02031997057741817,0.2664582567120265,0.24383964692901802,0.24908054431776389,0.2682052225082751,0.24668995954394998
14,0.23280617874218462,0.1433431408606105,0.0008275101140125046,0.26278043398308204,0.23409341669731518,0.2420926811327694,0.2612173593232806,0.23685178374402355
15,0.22499080544317765,0.1210923133504965,0.0008275101140125046,0.25367782272894446,0.22333578521515263,0.23363368885619712,0.2546892239794042,0.22958808385435822
16,0.21533652077969842,0.10536962118425892,0.0008275101140125046,0.24834497977197498,0.21414122839279146,0.2245310776020596,0.24567855829349025,0.22333578521515263
17,0.20365943361529976,0.08762412651710187,0.0008275101140125046,0.23804707613093049,0.20742920191246783,0.21083118793674144,0.23777123942625966,0.2175432144170651
18,0.1939132033835969,0.05847738139021699,9.194556822361162e-05,0.23050753953659434,0.20200441338727473,0.20126884884148585,0.22738139021699155,0.20945200441338727
19,0.18232806178742184,0.04201912467819051,9.194556822361162e-05,0.22103714600956234,0.19290180213313718,0.19280985656491356,0.21855461566752482,0.19915410077234277
20,0.17497241632953292,0.035215152629643254,9.194556822361162e-05,0.21322177271055534,0.18333946303788157,0.17993747701360793,0.21257815373299008,0.1884884148584038
21,0.16007723427730783,0.017929385803604266,9.194556822361162e-05,0.2057741816844428,0.17543214417065098,0.1707429201912468,0.20439499816108864,0.1780066200809121
22,0.14527399779330635,0.013332107392423685,9.194556822361162e-05,0.19988966531813165,0.16890400882677456,0.1606289076866495,0.19749908054431775,0.1686281721221037
23,0.13074659801397573,0.0025744759102611253,9.194556822361162e-05,0.19547627804339832,0.1606289076866495,0.14840014711290916,0.19005148951820522,0.15842221404928283
24,0.11723059948510482,0.0009194556822361162,9.194556822361162e-05,0.18885619713129828,0.15097462302317027,0.1399411548363369,0.18536226553880103,0.14895182052225084
25,0.09874954027215888,0.0005516734093416697,9.194556822361162e-05,0.180397204854726,0.13883780801765355,0.1305627068775285,0.18085693269584405,0.13938948142699523
26,0.09268113276940051,0.0005516734093416697,9.194556822361162e-05,0.1756160353070982,0.12955130562706876,0.11612725266642147,0.1757079808753218,0.12955130562706876
27,0.08670467083486576,0.0005516734093416697,9.194556822361162e-05,0.17239794041927178,0.11750643618977566,0.10592129459360058,0.17221404928282458,0.12210371460095623
28,0.08118793674144906,9.194556822361162e-05,9.194556822361162e-05,0.16642147848473704,0.10104817947774918,0.09479588083854358,0.16265171018756897,0.11318499448326591
29,0.07364840014711291,9.194556822361162e-05,9.194556822361162e-05,0.16072085325487312,0.09470393527031996,0.08422214049282825,0.15465244575211476,0.10058845163663112
30,0.06528135343876425,9.194556822361162e-05,9.194556822361162e-05,0.14977933063626334,0.08532548731151159,0.07705038617138654,0.15060684075027583,0.08900331004045604
31,0.058201544685546155,9.194556822361162e-05,9.194556822361162e-05,0.1433431408606105,0.0782456785582935,0.06454578889297535,0.14361897756528136,0.08265906583302685
32,0.04643251195292387,9.194556822361162e-05,9.194556822361162e-05,0.1392975358587716,0.06712026480323649,0.039352703199705776,0.1344244207429202,0.07603898492092681
33,0.03438764251563075,9.194556822361162e-05,9.194556822361162e-05,0.13332107392423684,0.05433983082015447,0.036410445016550205,0.1241265171018757,0.07190143435086428
34,0.02721588819418904,9.194556822361162e-05,9.194556822361162e-05,0.12596542846634792,0.049558661272526665,0.03337624126517102,0.11695476278043399,0.06426995218830453
